,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Watch time (hours),Streamers,Average channels
265,Arcana Heart 3,0.03,0.0,0.02,0.01,0.06,183.8571428571429,12.0,0.0
266,Arcania: Gothic 4,0.12,0.12,0.01,0.03,0.29000000000000004,19968.85714285714,116.85714285714286,0.0
267,Arcania: Gothic 4,0.04,0.0,0.0,0.01,0.05,19968.85714285714,116.85714285714286,0.0
268,Archer Maclean's Mercury,0.17,0.24,0.0,0.14,0.56,2.1666666666666665,0.5,0.0
269,Arctic Tale,0.17,0.0,0.0,0.01,0.19,49.66666666666666,1.6666666666666667,0.0
270,Arctic Thunder,0.26,0.16,0.0,0.05,0.48,28.83333333333333,2.1666666666666665,0.0
271,Are You Alice?,0.0,0.0,0.02,0.0,0.02,8.0,1.0,0.0
272,Area 51,0.4,0.27,0.0,0.05,0.72,13868.333333333334,89.41666666666667,0.0
273,Area 51,0.44,0.23,0.0,0.06999999999999999,0.74,13868.333333333334,89.41666666666667,0.0
274,Arena Football,0.39,0.25,0.0,0.08,0.7100000000000001,73.66666666666667,2.333333333333333,0.0
275,Aria: The Natural ~Tooi Yume no Mirage~,0.0,0.0,0.02,0.0,0.02,22.75,0.75,0.0
276,Arkanoid DS,0.06,0.0,0.0,0.0,0.06,131.0,3.0,0.0
277,Armed and Dangerous,0.09,0.03,0.0,0.0,0.13,476.4285714285714,26.285714285714285,0.0
278,Armored Core,0.13,0.09,0.16,0.03,0.41,5697.5,85.5,0.0
279,Armored Core 2,0.28,0.22,0.23,0.07,0.79,3322.5,52.16666666666666,0.0
280,Armored Core 2: Another Age,0.11,0.08,0.19,0.03,0.41,1894.8333333333333,20.83333333333333,0.0
281,Armored Core 3,0.22,0.17,0.23,0.06,0.67,4453.833333333333,63.333333333333336,0.0
282,Armored Core 3 Portable,0.0,0.0,0.08,0.0,0.08,297.5,8.0,0.0
283,Armored Core 4,0.09,0.0,0.09,0.01,0.2,3942.3333333333335,47.16666666666666,0.0
284,Armored Core 4,0.19,0.01,0.03,0.02,0.25,3942.3333333333335,47.16666666666666,0.0
285,Armored Core V,0.22,0.07,0.27999999999999997,0.03,0.62,1598.142857142857,18.0,0.0
286,Armored Core: For Answer,0.12,0.03,0.17,0.02,0.33999999999999997,17669.0,75.16666666666667,0.0
287,Armored Core: Last Raven,0.05,0.04,0.08,0.01,0.18,2333.8571428571427,30.428571428571427,0.0
288,Armored Core: Last Raven Portable,0.0,0.0,0.03,0.0,0.03,46.0,1.0,0.0
289,Armored Core: Master of Arena,0.07,0.05,0.13,0.02,0.26,1325.142857142857,22.428571428571427,0.0
290,Armored Core: Nexus,0.06,0.05,0.14,0.02,0.26,4046.5,23.5,0.0
291,Armored Core: Nine Breaker,0.03,0.03,0.0,0.01,0.07,903.4285714285714,8.714285714285714,0.0
292,Armored Core: Project Phantasma,0.06,0.04,0.15,0.02,0.28,2003.4285714285716,24.142857142857142,0.0
293,Armored Core: Verdict Day,0.0,0.0,0.12,0.0,0.12,3861.0,27.0,0.0
294,Armorines: Project S.W.A.R.M.,0.21,0.05,0.0,0.0,0.26,3044.1428571428573,6.714285714285714,0.0
295,Armorines: Project S.W.A.R.M.,0.05,0.03,0.0,0.01,0.08,3044.1428571428573,6.714285714285714,0.0
296,Army Men 3D,1.1,0.14,0.0,0.04,1.28,334.5,12.833333333333334,0.0
297,Army Men World War: Team Assault,0.06,0.04,0.0,0.01,0.1,9.0,1.0,0.0
298,Army Men: Air Attack,0.47,0.32,0.0,0.06,0.85,705.4,9.0,0.0
299,Army Men: Air Attack 2,0.17,0.11,0.0,0.02,0.3,35.5,2.75,0.0
300,Army Men: Air Combat,0.19,0.05,0.0,0.0,0.24,78.2,4.6,0.0
301,Army Men: Air Combat - The Elite Missions,0.01,0.0,0.0,0.0,0.01,470.0,5.6,0.0
302,Army Men: Green Rogue,0.1,0.07,0.0,0.02,0.2,105.14285714285714,2.571428571428572,0.0
303,Army Men: Major Malfunction,0.01,0.0,0.0,0.0,0.02,20.0,1.0,0.0
304,Army Men: RTS,0.05,0.04,0.0,0.01,0.11,2452.428571428572,58.142857142857146,0.0
305,Army Men: RTS,0.05,0.01,0.0,0.0,0.07,2452.428571428572,58.142857142857146,0.0
306,Army Men: Sarge's Heroes,0.99,0.32999999999999996,0.0,0.05,1.37,1370.8333333333333,40.66666666666666,0.0
307,Army Men: Sarge's Heroes 2,0.48000000000000004,0.16,0.0,0.02,0.6599999999999999,231.42857142857144,15.0,0.0
308,Army Men: Sarge's Heroes 2,0.09,0.07,0.0,0.02,0.17,231.42857142857144,15.0,0.0
309,Army Men: Sarge's War,0.21,0.05,0.0,0.0,0.26,272.44444444444446,8.222222222222221,0.0
310,Army Men: Soldiers of Misfortune,0.22999999999999998,0.0,0.0,0.02,0.25,7.5,1.0,0.0
311,Army of Two,1.83,0.64,0.04,0.31,2.82,8849.75,320.25,0.0
312,Army of Two: The 40th Day,1.18,0.64,0.01,0.28,2.12,656.7142857142857,22.714285714285715,0.0
313,Army of Two: The Devil's Cartel,0.27,0.18,0.01,0.07,0.54,1002.0,30.428571428571427,0.0
314,Around the World in 80 Days,0.03,0.01,0.0,0.0,0.05,1517.1666666666667,10.5,0.0
315,Around the World in 80 Days,0.0,0.14,0.0,0.02,0.16,1517.1666666666667,10.5,0.0
316,Art Academy,0.28,1.68,0.33,0.28,2.57,761.0,55.0,0.0
317,Art Academy: Home Studio,0.0,0.0,0.01,0.0,0.01,759.3333333333334,17.5,0.0
318,Art of Fighting Anthology,0.02,0.02,0.0,0.01,0.04,48.5,11.5,0.0
319,Arthur and the Invisibles,0.03,0.0,0.0,0.0,0.03,550.3333333333334,7.333333333333333,0.0
320,Arthur! Ready to Race,0.03,0.02,0.0,0.0,0.05,159.4,4.2,0.0
321,Arx Fatalis,0.04,0.01,0.0,0.0,0.05,37134.5,233.33333333333331,0.0
322,Ashes Cricket 2009,0.0,0.5800000000000001,0.0,0.04,0.61,420.5,3.0,0.0
323,Asphalt 3D,0.27,0.16,0.02,0.04,0.49,178.0,3.0,0.0
324,Asphalt: Injection,0.14,0.06,0.0,0.04,0.23,21.0,3.0,0.0
325,Asphalt: Urban GT,0.31,0.22,0.0,0.06,0.6,1205.5,5.75,0.0
326,Asphalt: Urban GT 2,0.09,0.04,0.0,0.01,0.14,229.0,6.666666666666667,0.0
327,Assassin's Creed,5.1899999999999995,3.65,0.16,1.38,10.379999999999999,202180.16666666663,3832.1666666666665,1.5
328,Assassin's Creed,0.01,0.83,0.0,0.08,0.92,202180.16666666663,3832.1666666666665,1.5
329,Assassin's Creed Chronicles: China,0.0,0.03,0.0,0.01,0.04,10279.714285714286,1009.0,0.0
330,Assassin's Creed II,5.640000000000001,3.51,0.29,1.38,10.84,445349.28571428574,4191.857142857143,3.0
331,Assassin's Creed II,0.01,0.45,0.0,0.11,0.57,445349.28571428574,4191.857142857143,3.0
332,Assassin's Creed II: Discovery,0.15,0.11,0.0,0.03,0.28,236.5,11.166666666666666,0.0
333,Assassin's Creed III,6.24,4.93,0.19,1.74,13.1,173299.42857142858,3468.8571428571427,1.8571428571428568
334,Assassin's Creed III: Liberation,0.58,0.55,0.06,0.28,1.47,1448.428571428571,75.28571428571429,0.0
335,Assassin's Creed Syndicate,1.51,2.56,0.06,0.63,4.76,222490.5,11675.666666666666,5.333333333333333
336,Assassin's Creed: Altair's Chronicles,0.03,0.01,0.0,0.0,0.05,293.57142857142856,16.428571428571427,0.0
337,Assassin's Creed: Bloodlines,0.43,0.48,0.05,0.28,1.24,530.7142857142857,34.142857142857146,0.0
338,Assault,0.21,0.01,0.0,0.0,0.22,140.16666666666666,6.666666666666667,0.0
339,Assault Rigs,0.02,0.02,0.0,0.0,0.04,162.75,2.5,0.0
340,Assault Suit Leynos,0.01,0.0,0.0,0.0,0.02,892.5,43.16666666666666,0.0
341,Assault: Retribution,0.07,0.05,0.0,0.01,0.13,94.2,2.4,0.0
342,Assetto Corsa,0.0,0.05,0.0,0.01,0.060000000000000005,1183135.3333333333,17676.666666666668,14.5
343,Asterix & Obelix: Kick Buttix,0.02,0.01,0.0,0.0,0.03,3325.1111111111118,82.11111111111111,0.0
344,Asteroids,4.0,0.26,0.0,0.05,4.31,309.0,18.571428571428573,0.0
345,Asteroids,0.64,0.43,0.0,0.07,1.15,309.0,18.571428571428573,0.0
346,Asteroids Hyper 64,0.13,0.03,0.0,0.0,0.16,8.25,1.0,0.0
347,Astonishia Story,0.03,0.0,0.0,0.0,0.03,83.0,2.6,0.0
348,Astro Boy,0.04,0.03,0.0,0.01,0.09,1327.75,5.75,0.0
349,Astro Boy: Omega Factor,0.06,0.02,0.0,0.0,0.09,9768.142857142857,34.57142857142857,0.0
350,Astro Boy: The Video Game,0.28,0.04,0.0,0.03,0.36,104.66666666666669,2.0,0.0
351,Asura's Wrath,0.32999999999999996,0.18,0.06999999999999999,0.07,0.6499999999999999,120775.0,783.4285714285714,0.1428571428571428
352,Atari Anniversary Advance,0.13,0.05,0.0,0.0,0.18,18.0,1.0,0.0
353,Atari Anthology,0.52,0.060000000000000005,0.0,0.060000000000000005,0.65,48.11111111111112,5.0,0.0
354,Atari Classics Evolved,0.08,0.0,0.0,0.01,0.09,2.0,0.0,0.0
355,Atelier Annie: Alchemists of Sera Island,0.08,0.0,0.03,0.01,0.12,4372.0,4.0,0.0
356,Atelier Ayesha: The Alchemist of Dusk,0.06,0.04,0.14,0.02,0.27,4798.375,48.375,0.0
357,Atelier Ayesha: The Alchemist of Dusk,0.0,0.0,0.05,0.0,0.05,4798.375,48.375,0.0
358,Atelier Escha & Logy: Alchemists of the Dusk Sky,0.06,0.04,0.1,0.02,0.22,2757.8,29.6,0.0
359,Atelier Escha & Logy: Alchemists of the Dusk Sky,0.0,0.0,0.04,0.0,0.04,2757.8,29.6,0.0
360,Atelier Iris: Eternal Mana,0.08,0.06,0.0,0.02,0.15,3354.1666666666665,32.333333333333336,0.0
361,Atelier Shallie: Alchemists of the Dusk Sea,0.06,0.05,0.08,0.02,0.2,29319.0,25.5,0.0
362,Atelier Sophie: The Alchemist of the Mysterious Book,0.01,0.02,0.15,0.01,0.19,26850.666666666668,380.0,0.0
363,Atelier Totori: The Adventurer of Arland,0.12,0.07,0.21,0.03,0.43,3604.5,37.25,0.0
364,Atelier Totori: The Adventurer of Arland,0.0,0.0,0.09,0.0,0.09,3604.5,37.25,0.0
365,Athens 2004,0.13,0.1,0.0,0.03,0.27,215.8571428571429,8.142857142857142,0.0
366,Atlantis,1.18,0.08,0.0,0.01,1.27,183.14285714285717,5.857142857142857,0.0
367,Atomic Betty,0.02,0.01,0.0,0.0,0.03,783.0,2.0,0.0
368,Attack of the Movies 3D,0.14,0.0,0.0,0.01,0.15,1565.5,17.5,0.0
369,Attack on Titan: Humanity in Chains,0.0,0.0,0.41,0.0,0.41,1036.7142857142858,23.428571428571427,0.0
370,Auto Destruct,0.04,0.03,0.0,0.01,0.08,123.6,5.0,0.0
371,Auto Modellista,0.19,0.15,0.0,0.05,0.39,2592.5714285714284,35.42857142857143,0.0
372,Auto Modellista,0.02,0.01,0.0,0.0,0.03,2592.5714285714284,35.42857142857143,0.0
373,Automobili Lamborghini,0.28,0.17,0.0,0.01,0.47,329.8333333333333,6.166666666666667,0.0
374,Avalon Code,0.11,0.0,0.12,0.01,0.24,317.0,7.8,0.0
375,Avatar: The Last Airbender,1.03,0.13,0.0,0.07,1.23,3355.5,78.16666666666667,0.0
376,Avatar: The Last Airbender - Into the Inferno,0.4,0.11,0.0,0.05,0.5700000000000001,4597.833333333333,12.833333333333334,0.0
377,Avatar: The Last Airbender - The Burning Earth,0.87,0.17,0.0,0.11,1.1600000000000001,592.2857142857143,17.285714285714285,0.0
378,Away: Shuffle Dungeon,0.02,0.0,0.0,0.0,0.03,9.75,1.25,0.0
379,Azada,0.0,0.02,0.0,0.0,0.02,44.333333333333336,3.0,0.0
380,Azure Dreams,0.07,0.05,0.0,0.01,0.13,22142.0,113.16666666666669,0.0
381,Azurik: Rise of Perathia,0.18,0.05,0.0,0.01,0.24,190.5,5.5,0.0
382,B-Boy,0.04,0.0,0.0,0.0,0.05,770.8333333333334,10.166666666666666,0.0
383,BMX XXX,0.2,0.09,0.0,0.02,0.32,58.0,13.0,0.0
384,BRAHMA Force: The Assault on Beltlogger 9,0.02,0.01,0.0,0.0,0.03,1883.142857142857,1.8571428571428568,0.0
385,Baby Pals,0.26,0.01,0.0,0.02,0.28,11.0,1.0,0.0
386,Babysitting Mama,0.34,0.12,0.0,0.04,0.5,4083.5,9.333333333333334,0.0
387,Babysitting Mania,0.24,0.0,0.0,0.02,0.26,10.333333333333334,0.6666666666666666,0.0
388,Back to the Future: The Game,0.12000000000000001,0.01,0.0,0.01,0.15,13445.0,439.2,0.0
389,Back to the Future: The Game,0.12000000000000001,0.07,0.0,0.03,0.22,13445.0,439.2,0.0
390,Backstreet Billiards,0.19,0.13,0.0,0.02,0.34,65.6,2.2,0.0
391,Backyard Baseball,0.31,0.11,0.0,0.01,0.43,4230.357142857143,43.642857142857146,0.0
392,Backyard Baseball,0.1,0.03,0.0,0.0,0.13,4230.357142857143,43.642857142857146,0.0
393,Backyard Baseball,0.24,0.19,0.0,0.06,0.49,4230.357142857143,43.642857142857146,0.0
394,Backyard Baseball '09,0.16999999999999998,0.01,0.0,0.01,0.19,203.0,1.0,0.0
395,Backyard Baseball '10,0.29000000000000004,0.07,0.0,0.04,0.4,10.0,2.0,0.0
396,Backyard Basketball,0.13,0.05,0.0,0.0,0.18,34.57142857142857,3.2857142857142856,0.0
397,Backyard Hockey,0.14,0.05,0.0,0.0,0.2,72.0,4.5,0.0
398,Backyard Hockey,0.07,0.0,0.0,0.01,0.07,72.0,4.5,0.0
399,Backyard NBA Basketball,0.29,0.22,0.0,0.07,0.59,59.0,1.0,0.0
400,Backyard NBA Basketball,0.07,0.0,0.0,0.01,0.07,59.0,1.0,0.0
401,Backyard Soccer,0.07,0.05,0.0,0.01,0.13,123.0,7.333333333333333,0.0
402,Backyard Sports: Sandlot Sluggers,0.38,0.0,0.0,0.03,0.4,13.0,1.0,0.0
403,Backyard Wrestling 2: There Goes the Neighborhood,0.23,0.14,0.0,0.04,0.4,663.4285714285714,12.714285714285714,0.0
404,Backyard Wrestling: Don't Try This at Home,0.43,0.27,0.0,0.09,0.77,1484.5,13.666666666666666,0.0
405,Bad Apple Wars,0.0,0.0,0.03,0.0,0.03,293.0,3.25,0.0
406,Bad Boys: Miami Takedown,0.7300000000000001,0.49,0.0,0.16,1.38,1654.8333333333333,22.666666666666668,0.0
407,Bahamut Lagoon,0.0,0.0,0.62,0.0,0.62,5729.5,32.333333333333336,0.0
408,Baja: Edge of Control,0.22,0.14,0.0,0.06,0.41000000000000003,1844.5,29.33333333333333,0.0
409,Bakemonogatari Portable,0.0,0.0,0.05,0.0,0.05,9.0,1.75,0.0
410,Baku Baku,0.0,0.0,0.05,0.0,0.05,633.7,3.0,0.0
411,Bakugan Battle Brawlers: Defenders of the Core,0.91,0.1,0.02,0.09999999999999999,1.13,442.6666666666667,11.0,0.0
412,Bakugan: Battle Trainer,0.12,0.0,0.0,0.01,0.13,176.0,1.0,0.0
413,Bakugan: Rise of the Resistance,0.06,0.02,0.0,0.01,0.09,193.0,1.0,0.0
414,Bakumatsu Rock,0.0,0.0,0.01,0.0,0.01,16.0,1.0,0.0
415,Bakumatsu Rock: Ultra Soul,0.0,0.0,0.03,0.0,0.03,1.0,1.0,0.0
416,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,0.0,0.0,0.36,0.03,0.38,130.66666666666666,2.333333333333333,0.0
417,Baldur's Gate: Dark Alliance,0.61,0.48,0.0,0.16,1.24,31559.5,497.3333333333333,0.1666666666666666
418,Baldur's Gate: Dark Alliance,0.26,0.07,0.0,0.01,0.34,31559.5,497.3333333333333,0.1666666666666666
419,Baldur's Gate: Dark Alliance,0.02,0.01,0.0,0.0,0.03,31559.5,497.3333333333333,0.1666666666666666
420,Baldur's Gate: Dark Alliance II,0.53,0.32,0.0,0.09999999999999999,0.9400000000000001,9304.714285714286,140.42857142857142,0.0
421,Ball Breakers,0.1,0.07,0.0,0.01,0.18,115.25,4.0,0.0
422,Ballistic,0.02,0.01,0.0,0.0,0.04,82.75,15.0,0.0
423,Ballistic: Ecks vs. Sever,0.07,0.03,0.0,0.0,0.1,0.0,1.0,0.0
424,Balloon Fight,0.39,0.09,0.43,0.01,0.92,3551.8,63.6,0.0
425,Balloon Pop,0.04,0.0,0.0,0.0,0.05,21.2,3.8,0.0
426,Balloon Pop,0.13,0.0,0.0,0.01,0.14,21.2,3.8,0.0
427,Balloon Pop 2,0.01,0.0,0.0,0.0,0.01,8.666666666666666,1.3333333333333333,0.0
428,Balls of Fury,0.04,0.0,0.0,0.0,0.04,704.8333333333334,3.6666666666666665,0.0
429,Band Hero,1.88,1.01,0.0,0.52,3.4,689.1428571428571,26.571428571428573,0.0
430,Bangai-O Spirits,0.07,0.0,0.0,0.01,0.08,30.6,1.6,0.0
431,Banjo-Kazooie,1.87,1.13,0.55,0.1,3.65,973471.625,4379.125,3.5
432,Banjo-Kazooie,0.0,0.01,0.0,0.0,0.01,973471.625,4379.125,3.5
433,Banjo-Kazooie: Grunty's Revenge,0.24,0.09,0.0,0.01,0.33,9025.6,51.0,0.0
434,Banjo-Kazooie: Nuts & Bolts,0.32,0.36,0.0,0.09,0.78,36727.42857142857,161.14285714285714,0.0
435,Banjo-Pilot,0.07,0.03,0.0,0.0,0.1,468.4285714285714,8.571428571428571,0.0
436,Banjo-Tooie,0.82,0.36,0.25,0.06,1.49,385047.8571428572,1208.7142857142858,1.1428571428571428
437,Bank Heist,0.32,0.02,0.0,0.0,0.34,6.0,0.0,0.0
438,Barbarian,0.07,0.06,0.0,0.02,0.14,2286.714285714286,4.428571428571429,0.0
439,Barbie Horse Adventures: Blue Ribbon Race,0.26,0.1,0.0,0.01,0.37,235.83333333333331,11.833333333333334,0.0
440,Barbie Horse Adventures: Riding Camp,0.78,0.07,0.0,0.07,0.9400000000000001,136570.14285714287,92.85714285714286,0.0
441,Barbie Horse Adventures: Wild Horse Rescue,0.29,0.2,0.0,0.06,0.55,159299.75,265.0,0.375
442,Barbie Super Sports,0.12,0.08,0.0,0.01,0.22,6332.166666666667,12.833333333333334,0.0
443,Barbie and the Magic of Pegasus,0.07,0.02,0.0,0.0,0.09,1215216.5,534.875,0.0
444,Barbie and the Three Musketeers,0.32999999999999996,0.0,0.0,0.03,0.36,6724.571428571428,18.142857142857142,0.0
445,Barbie: Groom and Glam Pups,0.45,0.16,0.0,0.05,0.66,21188.14285714286,7.857142857142857,0.0
446,"Barbie: Jet, Set & Style!",0.6,0.060000000000000005,0.0,0.05,0.72,1566.0,11.0,0.0
447,Barbie: Race & Ride,0.33,0.22,0.0,0.04,0.59,10268.5,30.5,0.0
448,Barnstorming,0.4,0.02,0.0,0.0,0.43,462.0,2.5,0.0
449,Barnyard,0.21,0.07,0.0,0.01,0.3,41475.75,121.0,0.0
450,Barnyard Blast: Swine of the Night,0.02,0.0,0.0,0.0,0.02,79.33333333333333,2.6666666666666665,0.0
451,Baroque,0.05,0.04,0.02,0.01,0.13,2157.8888888888887,29.444444444444443,0.0
452,Baroque,0.07,0.0,0.0,0.0,0.08,2157.8888888888887,29.444444444444443,0.0
453,Baseball,0.73,0.1,2.35,0.02,3.2,14947.125,85.25,0.0
454,Baseball,0.66,0.27,0.65,0.03,1.61,14947.125,85.25,0.0
455,Baseball Advance,0.1,0.04,0.0,0.0,0.13,1.5,0.5,0.0
456,Bass Landing,0.21,0.14,0.23,0.04,0.62,716.5714285714286,2.4285714285714284,0.0
457,Bass Pro Shops: The Hunt,0.31,0.0,0.0,0.03,0.32999999999999996,66.0,4.0,0.0
458,Bass Pro Shops: The Strike,0.65,0.0,0.0,0.05,0.7,92.6,5.8,0.0
459,Bass Rise,0.03,0.02,0.0,0.0,0.05,5.666666666666667,1.0,0.0
460,Bass Strike,0.14,0.11,0.0,0.04,0.28,2223.0,1.25,0.0
461,Bastard!! Utsuro Naru Kamigami no Utsuwa,0.0,0.0,0.2,0.01,0.21,1215.75,4.5,0.0
462,Baten Kaitos Origins,0.06,0.02,0.02,0.0,0.1,2892.1428571428573,39.0,0.0
463,Baten Kaitos: Eternal Wings and the Lost Ocean,0.21,0.05,0.0,0.01,0.27,19221.714285714286,131.28571428571428,0.0
464,Batman & Robin,0.06,0.04,0.0,0.01,0.11,1234.142857142857,14.142857142857142,0.0
465,Batman Begins,0.66,0.33,0.0,0.08,1.09,2133.875,54.375,0.0
466,Batman Beyond: Return of the Joker,0.16,0.08,0.0,0.01,0.26,6981.714285714285,15.428571428571429,0.0
467,Batman Forever: The Arcade Game,0.02,0.01,0.0,0.0,0.03,1644.875,10.625,0.0
468,Batman: Arkham Asylum,4.43,2.58,0.09000000000000001,0.97,8.07,434293.7142857143,6517.857142857143,3.4285714285714284
469,Batman: Arkham City,5.8500000000000005,3.5,0.15,1.3,10.82,371732.1428571429,4582.714285714285,2.857142857142857
470,Batman: Arkham City,0.17,0.18,0.0,0.03,0.38,371732.1428571429,4582.714285714285,2.857142857142857
471,Batman: Arkham Knight,2.43,2.0700000000000003,0.1,0.75,5.37,768019.8333333334,27754.666666666668,16.833333333333332
472,Batman: Arkham Origins,2.55,1.73,0.04,0.64,4.97,160922.125,3273.75,1.625
473,Batman: Arkham Origins Blackgate,0.36,0.29000000000000004,0.0,0.15,0.8,1974.3333333333333,82.0,0.0
474,Batman: Dark Tomorrow,0.14,0.04,0.0,0.0,0.19,829.375,9.625,0.0
475,Batman: Gotham City Racer,0.03,0.02,0.0,0.0,0.05,218.5,4.0,0.0
476,Batman: Rise of Sin Tzu,0.35000000000000003,0.18,0.0,0.05,0.59,434.1428571428572,17.0,0.0
477,Batman: Vengeance,0.6000000000000001,0.31,0.0,0.08,0.99,3799.5,51.0,0.0
478,Battalion Wars,0.25,0.07,0.07,0.01,0.4,433.2857142857143,28.428571428571427,0.0
479,Battalion Wars 2,0.22,0.03,0.08,0.02,0.35,117.4,10.6,0.0
480,Battle Arena Toshinden,0.39,0.26,0.53,0.08,1.27,733.1666666666666,23.83333333333333,0.0
481,Battle Arena Toshinden 2,0.15,0.1,0.41,0.05,0.71,399.1428571428572,5.714285714285714,0.0
482,Battle Arena Toshinden 3,0.06,0.04,0.14,0.02,0.27,109.85714285714286,7.285714285714286,0.0
483,Battle Arena Toshinden Remix,0.0,0.0,0.12,0.0,0.12,19.5,2.5,0.0
484,Battle Assault 3 featuring Gundam Seed,0.02,0.01,0.0,0.0,0.03,31.75,3.0,0.0
485,Battle Engine Aquila,0.03,0.01,0.0,0.0,0.05,1822.8333333333333,8.5,0.0
486,Battle Fantasia,0.07,0.0,0.02,0.01,0.09999999999999999,1123.0,27.714285714285715,0.0
487,Battle Hunter,0.02,0.01,0.0,0.0,0.04,423.2857142857143,13.285714285714286,0.0
488,Battle Princess of Arcadias,0.0,0.0,0.02,0.0,0.02,33.333333333333336,2.6666666666666665,0.0
489,Battle Rage,0.04,0.0,0.0,0.0,0.04,728.0,1.0,0.0
490,Battle Soccer: Field no Hasha,0.0,0.0,0.16,0.0,0.16,14.0,2.0,0.0
491,Battle Stadium D.O.N,0.0,0.0,0.24,0.0,0.24,617.5714285714286,34.285714285714285,0.0
492,Battle Stations,0.43,0.29,0.0,0.05,0.78,9919.333333333334,2.6666666666666665,0.0
493,Battle Worlds: Kronos,0.0,0.01,0.0,0.0,0.01,506.5,19.83333333333333,0.0
494,Battle of Giants: Dinosaurs,0.38,0.37,0.0,0.09,0.83,281.75,1.75,0.0
495,Battle of Giants: Dinosaurs Strike,0.15,0.04,0.0,0.02,0.2,144.0,1.0,0.0
496,BattleBots: Beyond the BattleBox,0.04,0.01,0.0,0.0,0.06,12.0,1.3333333333333333,0.0
497,BattleForge,0.0,0.01,0.0,0.0,0.01,22220.0,192.0,0.0
498,BattleTanx,0.26,0.06,0.0,0.0,0.33,829.5,8.666666666666666,0.0
499,BattleTanx: Global Assault,0.31,0.07,0.0,0.0,0.39,549.5714285714286,20.428571428571427,0.0
500,Battleborn,0.2,0.15,0.01,0.06,0.42000000000000004,362803.0,4655.428571428572,3.142857142857143
501,Battlefield 1942,0.01,0.01,0.0,0.0,0.03,19006.85714285714,262.2857142857143,0.0
502,Battlefield 2,0.0,0.07,0.0,0.02,0.08,20609.714285714286,553.7142857142857,0.2857142857142857
503,Battlefield 2142,0.0,0.02,0.0,0.0,0.03,7530.428571428572,323.57142857142856,0.0
504,Battlefield 2: Modern Combat,0.76,0.16,0.0,0.08,1.0,233.5,13.666666666666666,0.0
505,Battlefield 2: Modern Combat,0.35,0.02,0.01,0.03,0.41,233.5,13.666666666666666,0.0
506,Battlefield 3,8.2,6.49,0.41,2.27,17.36,252227.14285714287,8186.714285714285,3.7142857142857135
507,Battlefield 4,6.41,5.57,0.46,1.6,14.03,3079396.833333333,85582.33333333333,59.833333333333336
508,Battlefield Vietnam,0.0,0.02,0.0,0.0,0.03,1303.428571428571,69.42857142857143,0.0
509,Battlefield: Bad Company,1.57,0.8200000000000001,0.09,0.32999999999999996,2.81,4735.285714285715,310.85714285714283,0.0
510,Battlefield: Bad Company 2,3.61,2.67,0.12000000000000001,0.77,7.16,132792.14285714287,2678.714285714286,0.8571428571428571
511,Battles of Prince of Persia,0.1,0.01,0.0,0.01,0.12,39.333333333333336,2.0,0.0
512,Battleship / Connect Four / Sorry! / Trouble,0.05,0.0,0.0,0.0,0.05,69.5,2.25,0.0
513,Battlestar Galactica,0.14,0.08,0.0,0.02,0.24,3731.6666666666665,22.83333333333333,0.0
514,Battlestations: Midway,0.21,0.03,0.0,0.02,0.27,217.28571428571428,41.285714285714285,0.0
515,Battlestations: Pacific,0.17,0.13999999999999999,0.01,0.03,0.36,575.7142857142857,76.14285714285714,0.0
516,Battlezone,0.58,0.03,0.0,0.01,0.62,1296.857142857143,129.57142857142858,0.0
517,Battlezone,0.02,0.0,0.0,0.0,0.03,1296.857142857143,129.57142857142858,0.0
518,Battlezone: Rise of the Black Dogs,0.06,0.01,0.0,0.0,0.07,81.66666666666667,4.833333333333333,0.0
519,Bayonetta,0.95,0.6699999999999999,0.3,0.25,2.17,403454.0,5933.714285714285,3.142857142857143
520,Bayonetta 2,0.34,0.28,0.1,0.3,1.01,144660.7142857143,1208.2857142857142,0.4285714285714285
521,Beach Spikers: Virtua Beach Volleyball,0.08,0.02,0.0,0.0,0.1,1245.0,7.0,0.0
522,Beamrider,0.26,0.01,0.0,0.0,0.27,17.0,2.5,0.0
523,Beastly,0.03,0.0,0.0,0.0,0.03,2229.333333333333,2.6666666666666665,0.0
524,Beat City,0.07,0.0,0.0,0.01,0.07,160.25,2.0,0.0
525,Beat Down: Fists of Vengeance,0.04,0.03,0.09,0.01,0.17,567.25,15.625,0.0
526,Beaterator,0.06,0.02,0.0,0.02,0.09,66.5,2.25,0.0
527,Beautiful Katamari,0.14,0.02,0.15,0.02,0.32,20352.42857142857,73.71428571428571,0.0
528,Bee Movie Game,0.9299999999999999,0.05,0.0,0.08,1.06,11570.375,86.75,0.0
529,Beetle Adventure Racing!,0.4,0.2,0.0,0.02,0.62,4723.375,34.0,0.0
530,Beijing 2008,0.29000000000000004,0.92,0.01,0.25,1.46,1535.5,7.0,0.0
531,Bejeweled 2 Deluxe,0.0,0.02,0.0,0.0,0.02,621.5,41.0,0.0
532,Bejeweled 3,0.02,0.05,0.0,0.01,0.08,14180.0,413.57142857142856,0.0
533,Bejeweled Blitz,0.0,0.01,0.0,0.0,0.02,832.875,12.5,0.0
534,Bejeweled Twist,0.01,0.04,0.0,0.01,0.05,396.4285714285714,24.0,0.0
