Game,Watch time (hours),Streamers,Average channels
2601: Teikoku Kidou Butai no Koubou,8.0,0.0,0.0
27 Pages,107.0,1.0,0.0
27 Tele-games,2.0,0.0,0.0
270 | Two Seventy US Election,593.0,31.0,0.0
28 Waves Later,1102.0,2.0,0.0
280 Zzzap,5.0,0.0,0.0
2:22AM,17.5,4.25,0.0
2D Baseball Duel,2.0,1.0,0.0
2D Heroes,2.0,0.0,0.0
2D House of Terror,6.5,1.5,0.0
2D Owen,125.0,15.0,0.0
2D Paintball,254.8,6.2,0.0
2D Zombie Survival,20.0,5.0,0.0
2Dark,56609.333333333336,229.83333333333334,0.0
2K Drive,196.875,13.75,0.0
2MD VR Football,145.0,41.2,0.0
2MD: VR Football Evolution,95.33333333333333,13.0,0.0
2MD: VR Football Unleashed,25.0,5.0,0.0
2Moons,27.333333333333332,0.6666666666666666,0.0
2Xtreme,268.5,7.5,0.0
2d flight simulator,43.0,3.0,0.0
2do Arukotoha Sand-R,6.0,1.0,0.0
2nd Super Robot Wars,36.0,2.0,0.0
2urvive,851.0,3.0,0.0
3 2 1 Quiz Game,40.0,2.0,0.0
3 Blind Mice: A Remediation Game For Improper Children,22.0,4.0,0.0
3 Cards to Dead Time,49.0,2.0,0.0
3 Count Bout,31.666666666666668,3.3333333333333335,0.0
3 Cushion Masters,6.0,2.0,0.0
3 Deep Space,10.0,1.0,0.0
3 GEEKS,103.0,2.0,0.0
3 Games in 1: Tak and the Power of Juju / SpongeBob SquarePants: SuperSponge / Rugrats: I Gotta Go Party,3.0,2.0,0.0
3 In Three,187.4,3.4,0.0
3 Kingdoms,36.4,3.2,0.0
3 Minute Heroes,35861.0,40.0,0.0
3 Minutes to Midnight,3.0,1.0,0.0
3 Ninjas Kick Back,1494.6666666666667,15.666666666666666,0.0
3 O'clock Horror,350.0,35.0,0.0
3 Player Battle,422.0,34.0,0.0
3 Point Contest,3.5,0.75,0.0
3 Skulls of the Toltecs,260.42857142857144,2.142857142857143,0.0
3 Stars of Destiny,41.166666666666664,2.3333333333333335,0.0
3 Year's of School Life Accepting my Friend's Cum,5.0,1.0,0.0
3 on 3 NHL Arcade,69.875,4.75,0.0
3 out of 10: Season One,3860.0,183.66666666666666,0.0
3 out of 10: Season Two,2894.0,141.5,0.0
"3-2-1, Rattle Battle!",8.666666666666666,1.6666666666666667,0.0
3-D,25.0,34.0,0.0
3-D Dinosaur Adventure,23.2,1.2,0.0
3-D Helicopter Simulator,86.25,1.5,0.0
3-D Hunting 2010,1.0,0.0,0.0
3-D Pinball,9.5,1.0,0.0
3-D Tetris,25.0,1.5,0.0
3-D Tic-Tac-Toe,1.0,0.0,0.0
3-D Ultra Lionel Train Town Deluxe,29.6,4.0,0.0
3-D Ultra NASCAR Pinball,16.0,1.0,0.0
3-D Ultra Pinball,8.0,1.0,0.0
3-D Ultra Pinball: Creep Night,4.0,1.0,0.0
3-D Ultra Pinball: The Lost Continent,8.0,1.0,0.0
3-D Ultra Pinball: Thrillride,5.666666666666667,1.3333333333333333,0.0
3-D Ultra Radio Control Racers,8.0,2.5,0.0
3-D WorldRunner,593.2857142857143,9.0,0.0
3-Demon,37.0,1.0,0.0
3-K Trivia,35.0,1.0,0.0
3-Nen B-Gumi Kinpachi Sensei: Densetsu no Kyoudan ni Tate!,1456.6666666666667,1.0,0.0
3.5 Ins Micro Disc Software: Adventure with Technician Ted / Heathrow International Air Traffic Control,82.0,1.0,0.0
30 Battlefield,15.0,1.0,0.0
30 Birds,2801.0,22.0,0.0
30 Days Another,819.0,4.0,0.0
30 IMPOSSIBLE LEVELS,7.0,2.0,0.0
30 Pferdespiele,27.5,1.5,0.0
30 Seconds To Jail,1306.0,4.0,0.0
30 days to survive,68.0,2.0,0.0
"30,000 Games",2.0,0.0,0.0
30-in-1 Game Collection: Volume 2,16.0,0.0,0.0
300,302.875,5.5,0.0
300 Arcade Games,47.5,2.0,0.0
300 Dwarves,9.0,1.0,0.0
300 Heroes,2857.0,34.0,0.0
3000th Duel,2423.5,47.5,0.0
3001: O'Connors Fight,2.0,0.0,0.0
300: March to Glory,55.0,6.333333333333333,0.0
300: Rise Of An Empire,222.0,4.0,0.0
303 Squadron: Battle of Britain,8106.4,35.4,0.0
3030 Deathwar,95.0,3.2,0.0
3030 Deathwar Redux,710.1666666666666,32.5,0.0
3079: Block Action RPG,78.25,5.0,0.0
3089,26.0,6.25,0.0
30XX,82039.0,1007.5,0.0
30km survival zone: Chernobyl,5.0,0.0,0.0
31,4567.0,3.0,0.0
32 Secs,1.0,0.0,0.0
32 in 1 Game Cartridge,44.0,2.0,0.0
32nd America's Cup: The Game,58.2,0.4,0.0
33 Rounds,68.0,4.0,0.0
3594e,67.5,1.5,0.0
35MM,11973.833333333334,235.33333333333334,0.0
36 Fragments of Midnight,307.75,54.75,0.0
36 apples,174.0,9.0,0.0
360,98.0,11.0,0.0
360 No Scope Arena,3411.5,39.5,0.0
360 No Scope!,3.0,1.0,0.0
369,382.0,15.0,0.0
37cb8189-d1e8-4cb0-9851-07ae05a979ee,965.0,5.0,0.0
38 Man Kilo no Kokuu File 1: A Day in the Life of 2049,37.0,0.0,0.0
39 Days to Mars,2393.2,61.2,0.0
3:00 AM at The Krusty Krab,455.5,40.0,0.0
3Buttons,569.0,2.0,0.0
3D Aim Trainer,8271.0,471.0,0.0
3D Altered Beast,8.0,1.0,0.0
3D Arcade Fishing,15.333333333333334,1.6666666666666667,0.0
3D Armada,291.0,3.0,0.0
3D Atlas,17.5,2.0,0.0
3D BILLARD Pool & Snooker,1457.0,100.0,0.0
3D Baseball,18.0,1.0,0.0
3D Battle Zone,10.5,0.5,0.0
3D Beee,59.0,0.6666666666666666,0.0
3D Billiards,462.0,11.0,0.0
3D Billiards: Pool & Snooker,142.0,9.0,0.0
3D Billiards: Pool & Snooker Remastered,101.0,2.0,0.0
3D Body Adventure,77.0,3.3333333333333335,0.0
3D Bowling Master,3.0,0.0,0.0
3D Boxing,4.0,0.0,0.0
3D Caveman Rocks,8.0,1.0,0.0
3D Chess,27.0,2.75,0.0
3D Chess: Nocca Nocca,1.0,0.0,0.0
3D Classics: Kirby's Adventure,255.0,13.0,0.0
3D Code Cracker,19.5,1.5,0.0
3D Construction Kit,13.0,2.0,0.0
3D Creation Station,2877.3333333333335,75.66666666666667,0.0
3D Custom Girl,140.0,3.2,0.0
3D Deathchase,7.0,0.0,0.0
3D Dot Game Heroes,15793.285714285714,53.57142857142857,0.0
3D Driving Simulator,1265.0,2.0,0.0
3D Frog Frenzy,133.875,0.875,0.0
3D Game Collection: 55 in 1,2.0,1.0,0.0
3D Golden Warrior,7.666666666666667,1.3333333333333333,0.0
3D Golf,17.0,3.0,0.0
3D Hardcore Cube 2,131.66666666666666,3.6666666666666665,0.0
3D Infinity,90.66666666666667,3.0,0.0
3D Interceptor,152.25,2.5,0.0
3D Kaleidoscope: Baby Universe,616.0,2.0,0.0
3D Lemmings,7.0,1.0,0.0
3D Mahjong,5.0,1.0,0.0
3D Mania,1634.7142857142858,44.285714285714285,0.0
3D Mega Rides Avenger,14.0,2.0,0.0
3D MiniGolf,77.33333333333333,8.5,0.0
3D Monster Maze,4.333333333333333,1.0,0.0
3D Movie Maker,45356.57142857143,26.428571428571427,0.0
3D Narrow Escape,2.0,1.0,0.0
3D Paraglider,5.666666666666667,0.3333333333333333,0.0
3D Pinball,75.6,10.8,0.0
3D Pinball Express,2.0,1.0,0.0
3D Pinball Space Attack,47.6,4.8,0.0
3D Pinball: Space Cadet,8543.142857142857,199.0,0.0
3D Pitfall,157.0,2.0,0.0
3D Pixel Racing,37.333333333333336,1.0,0.0
3D Pocket Pool,0.0,1.0,0.0
3D Pool,2982.75,19.5,0.0
3D Pool All Stars,15.4,2.8,0.0
3D Pool: Billiards and Snooker,508.0,3.0,0.0
3D Roller Coaster Designer,6.0,1.0,0.0
3D Scooter Racing,6.0,1.0,0.0
3D SexVilla 2: Ever-Lust,18.0,2.5,0.0
3D Shinobi III: Return of the Ninja Master,10.0,1.0,0.0
3D Shooting Tsukuru,11.0,1.0,0.0
3D Snake . io,115.5,31.5,0.0
3D Snooker,41.0,4.0,0.0
3D Solitaire,8.666666666666666,2.6666666666666665,0.0
3D Space Wars,1.0,1.0,0.0
3D Starstrike II,309.0,2.0,0.0
3D Stereo Studio,429.0,7.0,0.0
3D Stunt Rider,3.0,1.0,0.0
3D Tanx,5.0,3.0,0.0
3D Tower,345.0,5.0,0.0
3D Twist & Match,12.0,3.0,0.0
3D Ultra Lionel Traintown,288.3333333333333,10.0,0.0
3D Ultra Mini Golf,5540.714285714285,19.714285714285715,0.0
3D Ultra Mini Golf Adventures 2,4.0,1.0,0.0
3D Ultra Minigolf,415.0,3.0,0.0
3D Ultra Minigolf Adventures,773.8571428571429,20.0,0.0
3D Ultra Minigolf Adventures 2,52.0,1.5,0.0
3D Ultra Minigolf Adventures Deluxe,46.0,2.0,0.0
3D Ultra Minigolf Adventures: Space,430.0,1.0,0.0
3D Ultra Minigolf Deluxe,108.83333333333333,3.6666666666666665,0.0
3D World Boxing,11.0,1.0,0.0
3D World Soccer,54.5,1.5,0.0
3DO Action Pak,9.0,1.0,0.0
3DO Buffet,32.5,2.5,0.0
3DO Games: Decathlon,15.666666666666666,2.0,0.0
3DO Interactive Sampler 3,44.0,1.0,0.0
3DRPG,102.4,6.8,0.0
3Doku,921.0,9.0,0.0
3Souls,12.5,1.5,0.0
3SwitcheD,14.333333333333334,1.8333333333333333,0.0
3Xtreme,257.0,11.0,0.0
3am,26498.666666666668,26.0,0.0
3d Block,6.0,1.0,0.0
3d Bridges,8.5,1.5,0.0
3d Engineers,1543.5,90.0,0.0
3dSen,222.0,21.0,0.0
3in1 Adrenalin Pack,19.0,1.0,0.0
3on3 FreeStyle: Rebound,8716.5,295.5,0.0
3on3 Freestyle,41960.28571428572,3481.4285714285716,1.2857142857142858
3rd Degree,8.5,1.5,0.0
3rd Eye,8114.333333333333,23.0,0.0
3rd World Farmer,17.0,3.5,0.0
3x3 Eyes Seima Densetsu,876.0,1.5,0.0
3x3 Eyes: Juuma Houkan,19.0,1.3333333333333333,0.0
3x3 Eyes: Kyuusei Koushu,5.5,1.0,0.0
3x3 Eyes: Seima Kourinden,7.333333333333333,1.3333333333333333,0.0
4 Alice Magical Autistic Girls,115.0,9.0,0.0
4 Civilizations,102.0,3.0,0.0
4 Colors Classic Multiplayer,123.0,18.0,0.0
4 Degrees - Vol 1,3.0,1.0,0.0
4 Elements,176.875,8.625,0.0
4 Elements II,15.0,3.5,0.0
4 Get It,7.0,1.0,0.0
4 Gewinnt,153.0,4.5,0.0
4 IN 1 INDIE BUNDLE,3.0,0.0,0.0
4 Months of You,37661.0,16.0,0.0
4 Nin Shogi,8.0,1.0,0.0
4 Pak All Action,16.0,2.0,0.0
4 Pics 1 Word,236.0,17.5,0.0
4 Pics 1 Word Quiz,9.0,1.0,0.0
4 Spiele 1 Diskette,8.0,0.0,0.0
4 The Elements,105.0,9.0,0.0
4 Wheel Drive,2.0,2.0,0.0
4 Wheel Thunder,6.5,1.0,0.0
4 for the Money Demo,26.5,5.5,0.0
4 in 1 Action Pack,2.0,1.0,0.0
4 in a Line,13.0,3.0,0.0
4*4 Off Road Racer,6.0,1.0,0.0
4-in-1 Fun Pak,6.666666666666667,1.0,0.0
4-nin Uchi Mahjong,119.0,2.0,0.0
40 Winks,1290.5714285714287,33.857142857142854,0.0
40-in-1 Explosive Megamix,12.0,1.0,0.0
400 Years,63.0,1.0,0.0
4004-022,91.5,3.5,0.0
404Sight,198.2,13.2,0.0
4089: Ghost Within,34.25,2.75,0.0
408: The Forbidden Room,168.0,6.0,0.0
41 Hours,2658.0,49.5,0.0
41148,3.0,2.0,0.0
42 All-Time Classics,632.0,9.0,0.0
420 Button Clicker,223.0,13.0,0.0
428: Shibuya Scramble,32655.0,172.5,0.0
42a9a979-afee-40a6-826e-a96cca899f16,4.0,1.0,0.0
42nd Street,2.25,0.25,0.0
44 Minutes in Nightmare,66246.5,33.0,0.0
450 XP Games,2423.25,2.5,0.0
46 Okunen Monogatari: The Shinka Ron,506.2857142857143,7.571428571428571,0.0
48 Chambers,22.0,1.0,0.0
48 Pieces,27.0,2.0,0.0
4D Miner,549.0,66.0,0.0
4D Minesweeper,131.5,18.5,0.0
4D Sports Boxing,33.0,4.0,0.0
4D Sports Tennis,3.0,0.0,0.0
4D Toys,1258.6666666666667,3.3333333333333335,0.0
4K Adventure,88.0,2.5,0.0
4Line,130.0,3.0,0.0
4PM,5.8,1.4,0.0
4Sight,4.0,3.0,0.0
4Story Online,15652.714285714286,203.85714285714286,0.0
4Stroy: Origin,31.0,5.0,0.0
4Team,0.0,1.0,0.0
4Thewords,56766.5,72.5,0.0
4X4,10246.0,35.0,0.0
4X4 OFF-ROAD CHALLENGE,4.0,0.0,0.0
4X4 World Trophy,5.0,1.0,0.0
4ife,152.0,1.0,0.0
4in1: Bomb Disposer/Armour Force/Black Forest Tale/2nd Space,4.0,1.0,0.0
4islands,2.0,1.0,0.0
4th & Goal Football,8.0,1.0,0.0
4th Era: The RuneChild,13.0,2.0,0.0
4th Generation Warfare,3794.0,9.0,0.0
4th Super Robot Taisen,197.5,1.0,0.0
4th of July VR,1186.0,6.0,0.0
4x4 Dirt Track Forest Driving,1.0,0.0,0.0
4x4 Dream Race,92.5,1.5,0.0
4x4 EVO 2,50.0,5.857142857142857,0.0
4x4 Evolution,38.6,3.8,0.0
4x4 Hummer,6.8,1.0,0.0
4x4 Off-Road Racing,7.0,1.5,0.0
5 Days a Stranger,2479.25,30.5,0.0
5 Force Fighters,2917.0,10.0,0.0
5 In One Fun Pak,27.0,1.0,0.0
5 Minutes Rage,4701.6,5.6,0.0
5 Minutes to Kill Yourself,139.5,3.3333333333333335,0.0
5 Nights at Pizzeria: Animatronics Block Shooter,166.0,16.0,0.0
5 Spots,61.0,1.0,0.0
5 Spots Party,2.5,0.5,0.0
5 Star Racing,102.0,4.0,0.0
5 Star Wrestling,8.0,2.0,0.0
5 in 1 Arcade Hits,5.0,1.0,0.0
5-Letter-Kruiswoord,2.0,0.0,0.0
5-in-1 Fami Collection: NES Collection Nr 1,3.0,1.0,0.0
50,1755.0,22.0,0.0
50 Cent: Blood on the Sand,7597.833333333333,41.333333333333336,0.0
50 Cent: Bulletproof,3560.4285714285716,65.57142857142857,0.0
50 Cent: Bulletproof G Unit Edition,15.2,2.0,0.0
50 Mission Crush,5017.0,3.6666666666666665,0.0
50 Short Games,3.0,0.0,0.0
50 Years,865.6,21.0,0.0
500 Apocalypses,2.5,1.0,0.0
500 c.c MotoManager,1.0,0.0,0.0
500 for Windows,1031.6666666666667,9.333333333333334,0.0
5089: The Action RPG,1393.2857142857142,9.428571428571429,0.0
51,2.0,1.0,0.0
5200 Menu,302.0,3.0,0.0
552a1016-4290-4d40-b482-694ab97df64c,3641.0,6.333333333333333,0.0
59049,1.0,0.0,0.0
5D Chess With Multiverse Time Travel,27662.0,778.0,0.0
5Leaps (Space Tower Defense),8.0,2.0,0.0
5Rings,25.0,1.0,0.0
5Street,3488.0,38.0,0.0
5X,3889.75,7.0,0.0
5dcfb29e-96ec-4280-8f83-5684054846dc,12611.5,23.0,0.0
5th Anniversary,10682.0,5.0,0.0
5th Gear,17.0,3.0,0.0
6,1559.0,30.0,0.0
6 AM at The Chum Bucket,267.0,32.0,0.0
6 Colors,275.25,1.25,0.0
6 Days a Sacrifice,598.4285714285714,9.0,0.0
6 Inch My Darling,6388.333333333333,2.0,0.0
6 PEOPLE,283.0,5.0,0.0
6 Seasons and a Game,958.5,98.5,0.0
6-Pak,64.5,5.5,0.0
6-in-1 Fami Collection: NES Collection Nr 2,1.0,0.0,0.0
6.0,922.5,14.0,0.0
60 Parsecs!,434598.2,859.0,0.0
60 Second Strike,346.2,6.8,0.0
60 Seconds Hero,73.33333333333333,5.333333333333333,0.0
60 Seconds!,1320448.25,3943.25,0.25
60 Seconds! Atomic Adventure,10042.5,90.5,0.0
60 Seconds! Reatomized,1440209.5,6481.5,0.5
600Seconds: The Deep Church,77.0,1.0,0.0
6120,311.0,3.0,0.0
6180 The Moon,757.4,24.4,0.0
625 Sandwich Stacker,467.0,16.0,0.0
64 Oozumou,2.0,1.0,0.0
64 Oozumou 2,879.0,1.5,0.0
64 Tamagotchi World!,5350.5,0.5,0.0
64 Trump Collection: Alice no Waku-waku Trump World,6.0,2.0,0.0
64.0,4489.333333333333,77.5,0.0
64th Street: A Detective Story,96.375,5.75,0.0
65536: Super 2048,1.0,1.0,0.0
666 Masks,173.0,5.0,0.0
688 Attack Sub,704.3333333333334,2.0,0.0
688(I) Hunter/Killer,48.285714285714285,3.857142857142857,0.0
69 Ways to Kill a Zombie,402.0,4.333333333333333,0.0
6Souls,571.5,22.0,0.0
6a4daa36-8c3e-4743-a3e3-54584aec3bdc,830.0,4.0,0.0
7,848.25,91.25,0.0
7 Billion Humans,82973.4,326.2,0.0
7 Blades,35.75,1.25,0.0
7 Bones and 7 Stones - The Ritual,2.0,1.0,0.0
7 Card Games,14.0,3.0,0.0
7 Days a Skeptic,1391.8333333333333,26.833333333333332,0.0
7 Days in Dream,180.0,16.5,0.0
7 Days of Rose,98.0,22.0,0.0
7 Days to Die,10066943.42857143,59933.57142857143,104.85714285714286
7 Days to End with You,291636.0,856.0,0.0
7 Grand Steps: What Ancients Begat,96.2,10.0,0.0
7 Mages,158.2,3.0,0.0
7 Roses: A Darkness Rises,1.0,0.0,0.0
7 Second Haircuts,138.0,8.0,0.0
7 Sins,176.8,12.6,0.0
7 Wonders,22809.0,37.5,0.0
7 Wonders II,4.5,0.5,0.0
7 Wonders of the Ancient World,36.0,3.75,0.0
7 Wonders: Ancient Alien Makeover,17.5,1.75,0.0
7 Wonders: Magical Mystery Tour,6.666666666666667,1.3333333333333333,0.0
7 Wonders: Treasures Of Seven,2307.0,3.0,0.0
7 Zwerge: Das Brettspiel,6.0,1.0,0.0
7 years from Now,8180.0,31.5,0.0
7'scarlet,13997.0,23.0,0.0
"7,62 Hard Life",207.25,7.0,0.0
"7,62 High Calibre",40.0,1.0,0.0
7.62 High Calibre,226.83333333333334,5.666666666666667,0.0
7.62mm,1947.0,5.25,0.0
70 Seconds! Adventure,90.0,1.0,0.0
70's Robot Anime Geppy-X,260.42857142857144,4.428571428571429,0.0
"700,000 Games",15117.2,4.2,0.0
720 Degrees,155.25,5.5,0.0
723,16.0,1.0,0.0
7437f4f8-4c3b-4300-9521-07b91d083b87,267.5,2.0,0.0
747,1.0,0.0,0.0
7554: Glorious Memories Revived,123.66666666666667,3.0,0.0
757 Captain,85.0,1.0,0.0
76349fed-183b-4061-84e4-d2294bdf7759,139.0,5.0,0.0
777 Casino,1456.142857142857,14.714285714285714,0.0
"77: And, two stars meet again",1.0,0.0,0.0
77: Beyond the Milky Way,43.0,1.0,0.0
78 Hour Rain,33.0,1.0,0.0
78641: A Targ Adventure,25.0,1.75,0.0
7: Molmorth no Kiheitai,105.33333333333333,2.6666666666666665,0.0
7D Game,249.0,9.0,0.0
7Days,4273.833333333333,213.16666666666666,0.0
7Days Origins,53583.0,96.0,0.0
7Days!,1513.0,54.5,0.0
7Days: Offline Mystery Puzzle Interactive Novel,89.0,7.0,0.0
7c839428-b1d8-4bde-9f26-312eccc957e0,744.3333333333334,3.6666666666666665,0.0
7nin no Online Gamers -Offline-,114.66666666666667,3.3333333333333335,0.0
7rhythm,8.0,1.0,0.0
7th Chance,142.33333333333334,8.0,0.0
7th Dragon,2911.0,7.857142857142857,0.0
7th Dragon 2020,1004.125,17.375,0.0
7th Dragon 2020-II,360.57142857142856,6.142857142857143,0.0
7th Dragon III Code: VFD,1166.7142857142858,11.571428571428571,0.0
7th Legion,23.4,1.8,0.0
7th Sea: A Pirate's Pact,373.5,5.0,0.0
7th Sector,6468.0,72.75,0.0
8,685.6666666666666,163.16666666666666,0.0
8 Ball,7524.5,47.0,0.0
8 Ball 2,1693.0,19.0,0.0
8 Ball Action,281.0,1.0,0.0
8 Ball Clash,448.0,17.0,0.0
8 Ball Pool,112858.42857142857,3055.0,0.5714285714285714
8 Ball Pool City,2.0,0.0,0.0
8 Bit Space,10.0,2.0,0.0
8 DOORS,350.0,1.0,0.0
8 Eyes,943.1666666666666,10.5,0.0
8 Realms,1.0,1.0,0.0
8 To Glory,1326.0,10.8,0.0
8 beat Story,152.66666666666666,4.0,0.0
8-Ball Pocket,104.0,22.0,0.0
8-Bit Adventures 2,804.6666666666666,6.0,0.0
8-Bit Adventures: The Forgotten Journey,6.0,1.0,0.0
8-Bit Adventures: The Forgotten Journey - Remastered Edition,231.0,1.0,0.0
8-Bit Armies,6517.142857142857,183.28571428571428,0.0
8-Bit Armies: Arena,200.71428571428572,8.857142857142858,0.0
8-Bit Bayonetta,216.5,18.75,0.0
8-Bit Boy,46.0,8.0,0.0
8-Bit Farm,124.33333333333333,5.0,0.0
8-Bit Hordes,5884.333333333333,32.333333333333336,0.0
8-Bit Invaders!,1402.5714285714287,20.857142857142858,0.0
8-Bit Mini Mayhem,175.0,1.6666666666666667,0.0
8-Bit Night,16.6,1.4,0.0
8-bit Adventure Anthology: Volume I,487.8333333333333,17.5,0.0
8-bit Commando,21.6,5.0,0.0
80 Clicks,292.0,6.0,0.0
80 Days,6061.0,93.0,0.0
80's Night,29.0,2.0,0.0
80's Overdrive,570.25,32.25,0.0
800 Fathoms,13.0,1.0,0.0
8088 Othello,1054.1666666666667,2.3333333333333335,0.0
820d8187-4cd6-4254-8604-ca54f8eb093d,25.0,2.0,0.0
82e8cf7b-d2fc-4b06-8213-8812922ec250,46.0,1.0,0.0
86,829.0,4.0,0.0
868-HACK,27.5,3.1666666666666665,0.0
86a2fae2-ca6b-49e0-97e9-feb646f44701,121.5,1.0,0.0
88 Heroes,1317.5,31.0,0.0
8Ball Allstars,341.0,18.4,0.0
8Ball Zig Zig Zi,11197.0,14.0,0.0
8Bit Fiesta,641.3333333333334,41.333333333333336,0.0
8Bit Hero,9.0,1.0,0.0
8BitBoy,415.14285714285717,39.142857142857146,0.0
8BitMMO,53.166666666666664,8.666666666666666,0.0
8Days,72.0,15.0,0.0
8Doors: Arum's Afterlife Adventure,35487.5,351.5,0.0
8bit Arena,2.0,1.0,0.0
8bit Killer,115.66666666666667,5.666666666666667,0.0
8bit-Collection Culture Brain Vol. 01,20.0,2.0,0.0
8bit-Collection Data East Vol. 01,2634.0,1.0,0.0
8i,299.0,1.0,0.0
8th Wonder of the World,17.0,2.25,0.0
9 -nine-: Episode 4,37.0,2.0,0.0
9 Ball Shootout,36.0,3.0,0.0
9 Childs Street,6586.0,88.0,0.0
9 Classic Card & Board Games: No. 1,264.0,2.0,0.0
9 Clues 2: The Ward,1148.375,22.25,0.0
9 Clues: The Secret of Serpent Creek,483.0,27.428571428571427,0.0
9 Lives,13.0,3.0,0.0
9 Monkeys of Shaolin,2562.0,66.0,0.0
9 Till Void,117.0,2.0,0.0
9 Years of Shadows,2473.0,55.0,0.0
9 to 5 Smash It,175.0,9.0,0.0
9.03m,267.4,4.4,0.0
90 Minute Fever,116.0,3.3333333333333335,0.0
90 Minutes,45.0,2.0,0.0
90 Minutes European Prime Goal,3.0,1.5,0.0
90 Second Portraits,34.0,3.0,0.0
900,15.0,3.0,0.0
911 FR,18.0,2.0,0.0
911 Fire Rescue,5503.285714285715,26.714285714285715,0.0
911 Operator,41886.0,868.5,0.0
911 Operator + Special Resources,335.0,20.0,0.0
911 Paramedic,12102.2,78.4,0.0
911 TS,1335.2,34.2,0.0
911 Tiger Shark,4.333333333333333,2.6666666666666665,0.0
911: First Responders,4548.0,177.0,0.0
94 Degrees: fun trivia quiz,647.0,6.0,0.0
94 Seconds: category word game,263.5,39.0,0.0
94%,305.0,5.0,0.0
9545a3fd-8164-493d-8ab6-513d22b0d1e5,757.0,8.5,0.0
96,665.0,1.0,0.0
96 Mill,116.0,1.3333333333333333,0.0
99 Bricks Wizard Academy,43.0,4.666666666666667,0.0
99 Fails Lite,7615.0,81.0,0.0
99 Levels to Hell,275.25,15.375,0.0
99 Spirits,134.0,9.5,0.0
99 Spirits: Cage of Night,11.0,1.0,0.0
99 Waves to Die,235.75,2.0,0.0
99 no Namida,0.0,1.0,0.0
996的真实老板篇,1841.0,3.0,0.0
999,1238.0,15.0,0.0
99999,2100.0,4.0,0.0
99Floors,422.25,13.0,0.0
99Seconds,1180.0,2.0,0.0
99Vidas,83071.83333333333,372.8333333333333,0.0
99Vidas: Definitive Edition,9565.0,11.5,0.0
9: Nine,779.0,15.0,0.0
9: The Dark Side of Notre Dame,35.0,2.0,0.0
9: The Last Resort,11.0,1.0,0.0
9:05,9.333333333333334,1.0,0.0
9Dragons,1707.0,38.833333333333336,0.0
9Dragons: Kung Fu Arena,28027.0,109.5,0.0
9Lives Arena,1.0,1.0,0.0
9mm,28.0,1.0,0.0
9th Company: Roots of Terror,17.5,1.0,0.0
9th Dawn,7.0,2.0,0.0
9th Dawn II,30.0,6.333333333333333,0.0
9th Dawn III,2342.0,62.0,0.0
:) Sudoku +,104.0,13.0,0.0
::CallBack,367.0,9.0,0.0
<3,220.0,11.5,0.0
>//:System.Hack,8.0,1.0,0.0
>Connect,1.0,0.0,0.0
@Home Mate,2.0,1.0,0.0
@field,2.0,1.0,0.0
A Bastard's Tale,20313.5,67.875,0.0
A Bavarian Tale: Totgeschwiegen,45582.5,43.0,0.0
A Bewitching Revolution,457.3333333333333,17.333333333333332,0.0
A Bird Story,14551.285714285714,272.0,0.0
A Blind Legend,736.0,45.0,0.0
A Bloody Night,4.0,1.0,0.0
A Bloody Party,7839.0,5.0,0.0
A Blurred Line,2.0,1.0,0.0
A Book of Beasts and Buddies,74.0,10.0,0.0
A Boy and His Beard,34.0,1.0,0.0
A Boy and His Blob DS,4.0,1.0,0.0
A Boy and His Blob: Trouble on Blobolonia,6218.583333333333,91.25,0.0
A Brief History of the World,760.0,2.0,0.0
A Bug's Life,11209.125,88.25,0.0
A Building Full of Cats,40263.0,605.0,0.0
A Business Tycoon,7.5,0.5,0.0
A Butterfly's Dream,126.0,9.0,0.0
A Case of Distrust,2899.2,30.0,0.0
A Castle Full of Cats,20471.0,324.0,0.0
A Cat in Dungeons,11.0,1.0,0.0
A Certain Erotic Daily Scenes,190.0,1.0,0.0
A Certain Magical Index: Imaginary Fest,187.0,7.0,0.0
A Chair in a Room: Greenwater,26943.571428571428,101.0,0.0
A Change in the Weather,144.33333333333334,6.333333333333333,0.0
A Cheesy Game,4.0,1.0,0.0
A Chinese Ghost Story,8.75,1.0,0.0
A Christmas Carol,4885.0,10.0,0.0
A City Sleeps,14.8,2.0,0.0
A Clockwork Ley-Line: Asagiri ni Chiru Hana,11.0,2.0,0.0
A Clockwork Ley-Line: Zanei no Yoru ga Akeru Toki,4.0,1.0,0.0
A Collection of Activision Classic Games for the Atari 2600,52.6,3.4,0.0
A Collection of Bad Moments,9644.0,7.0,0.0
A Collection of Intellivision Classic Games,36.0,3.0,0.0
A Compendium of Ghosts,68.0,6.0,0.0
A Contusion,142.0,1.0,0.0
A Conversation With Mister Rabbit,257.0,7.0,0.0
A Cottage Story,145.5,8.5,0.0
A Couple Of Cubes,8.0,4.0,0.0
A Crooked Heart,629.0,26.0,0.0
A Cure for the Common Cold,3.0,1.0,0.0
A Curse from Beyond,140.0,5.0,0.0
A Dance of Fire and Ice,1058135.25,12403.25,4.25
A Dark Room,1153.0,32.714285714285715,0.0
A Dark and Deadly Path,44.0,1.0,0.0
A Date in the Park,1096.2,22.8,0.0
A Day In Space,55.0,4.0,0.0
A Day In the Life,224.8,3.0,0.0
A Day Out,5454.0,33.0,0.0
A Day Without Me,207.0,21.0,0.0
A Day at Grandma's House,32.0,1.6666666666666667,0.0
